,Ex,filename,filepath,gtpath,LCDP
a2148-NKIM_MG_8299,-1,a2148-NKIM_MG_8299.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2148-NKIM_MG_8299.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2148-NKIM_MG_8299.png,LCDP
r193b12aet,1,r193b12aet.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r193b12aet.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r193b12aet.png,LCDP
a1458-kme_111,-1,a1458-kme_111.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1458-kme_111.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1458-kme_111.png,LCDP
r404f59a8t,-1,r404f59a8t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r404f59a8t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r404f59a8t.png,LCDP
a2663-NKIM_MG_3154,-1,a2663-NKIM_MG_3154.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2663-NKIM_MG_3154.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2663-NKIM_MG_3154.png,LCDP
r7ffe37c8t,-1,r7ffe37c8t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r7ffe37c8t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r7ffe37c8t.png,LCDP
r10944b31t,-1,r10944b31t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r10944b31t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r10944b31t.png,LCDP
a2692-060824_103042__MG_6710,1,a2692-060824_103042__MG_6710.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2692-060824_103042__MG_6710.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2692-060824_103042__MG_6710.png,LCDP
a0206-kme_576,-1,a0206-kme_576.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0206-kme_576.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0206-kme_576.png,LCDP
a3493-IMG_0279,-1,a3493-IMG_0279.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3493-IMG_0279.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3493-IMG_0279.png,LCDP
a0415-IMG_0120,1,a0415-IMG_0120.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0415-IMG_0120.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0415-IMG_0120.png,LCDP
a0832-WP_CRW_0890,-1,a0832-WP_CRW_0890.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0832-WP_CRW_0890.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0832-WP_CRW_0890.png,LCDP
r1d431afft,1,r1d431afft.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r1d431afft.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r1d431afft.png,LCDP
a0307-IMG_0299,-1,a0307-IMG_0299.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0307-IMG_0299.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0307-IMG_0299.png,LCDP
a3900-jmac_DSC5843,-1,a3900-jmac_DSC5843.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3900-jmac_DSC5843.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3900-jmac_DSC5843.png,LCDP
a2964-MB_070908_020,-1,a2964-MB_070908_020.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2964-MB_070908_020.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2964-MB_070908_020.png,LCDP
a4119-_DSC9047,-1,a4119-_DSC9047.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4119-_DSC9047.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4119-_DSC9047.png,LCDP
rf0fde099t,1,rf0fde099t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rf0fde099t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rf0fde099t.png,LCDP
r9e5ff6a4t,-1,r9e5ff6a4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r9e5ff6a4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r9e5ff6a4t.png,LCDP
a3845-NKIM_MG_8347,-1,a3845-NKIM_MG_8347.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3845-NKIM_MG_8347.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3845-NKIM_MG_8347.png,LCDP
ref3fd3f1t,1,ref3fd3f1t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/ref3fd3f1t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/ref3fd3f1t.png,LCDP
a4402-_DSC0017,-1,a4402-_DSC0017.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4402-_DSC0017.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4402-_DSC0017.png,LCDP
rd27cb161t,-1,rd27cb161t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rd27cb161t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rd27cb161t.png,LCDP
a1143-jn_20080821_NYC_014,-1,a1143-jn_20080821_NYC_014.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1143-jn_20080821_NYC_014.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1143-jn_20080821_NYC_014.png,LCDP
a3974-kme_380,-1,a3974-kme_380.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3974-kme_380.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3974-kme_380.png,LCDP
r42568386t,1,r42568386t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r42568386t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r42568386t.png,LCDP
re4b6816ct,-1,re4b6816ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/re4b6816ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/re4b6816ct.png,LCDP
r41577801t,1,r41577801t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r41577801t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r41577801t.png,LCDP
a1352-07-11-04-at-17h58m48s-_MG_4012,-1,a1352-07-11-04-at-17h58m48s-_MG_4012.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1352-07-11-04-at-17h58m48s-_MG_4012.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1352-07-11-04-at-17h58m48s-_MG_4012.png,LCDP
a4721-09-05-19-at-19h00m30s-_MG_9558,-1,a4721-09-05-19-at-19h00m30s-_MG_9558.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4721-09-05-19-at-19h00m30s-_MG_9558.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4721-09-05-19-at-19h00m30s-_MG_9558.png,LCDP
r5d178aa2t,1,r5d178aa2t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r5d178aa2t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r5d178aa2t.png,LCDP
a4133-dgw_020,-1,a4133-dgw_020.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4133-dgw_020.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4133-dgw_020.png,LCDP
a3863-IMG_1159,-1,a3863-IMG_1159.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3863-IMG_1159.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3863-IMG_1159.png,LCDP
r181d64eat,1,r181d64eat.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r181d64eat.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r181d64eat.png,LCDP
a3748-_DSC0049,-1,a3748-_DSC0049.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3748-_DSC0049.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3748-_DSC0049.png,LCDP
r3793daddt,1,r3793daddt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r3793daddt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r3793daddt.png,LCDP
r48ae834bt,-1,r48ae834bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r48ae834bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r48ae834bt.png,LCDP
a0488-jmac_MG_1405,-1,a0488-jmac_MG_1405.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0488-jmac_MG_1405.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0488-jmac_MG_1405.png,LCDP
r0355b2d5t,-1,r0355b2d5t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r0355b2d5t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r0355b2d5t.png,LCDP
r52141ea8t,1,r52141ea8t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r52141ea8t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r52141ea8t.png,LCDP
rb728c2c0t,-1,rb728c2c0t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rb728c2c0t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rb728c2c0t.png,LCDP
r917a3fc4t,-1,r917a3fc4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r917a3fc4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r917a3fc4t.png,LCDP
r9a6f3356t,-1,r9a6f3356t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r9a6f3356t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r9a6f3356t.png,LCDP
r75954e9bt,1,r75954e9bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r75954e9bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r75954e9bt.png,LCDP
a2757-DSC_0021,-1,a2757-DSC_0021.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2757-DSC_0021.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2757-DSC_0021.png,LCDP
a4245-_DGW9109,-1,a4245-_DGW9109.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4245-_DGW9109.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4245-_DGW9109.png,LCDP
r08414c5at,-1,r08414c5at.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r08414c5at.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r08414c5at.png,LCDP
a1254-NKIM_MG_6664,-1,a1254-NKIM_MG_6664.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1254-NKIM_MG_6664.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1254-NKIM_MG_6664.png,LCDP
a2143-_DSC1149,-1,a2143-_DSC1149.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2143-_DSC1149.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2143-_DSC1149.png,LCDP
r1bcfab73t,-1,r1bcfab73t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r1bcfab73t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r1bcfab73t.png,LCDP
a2565-07-07-17-at-23h18m11s-_MG_2364,-1,a2565-07-07-17-at-23h18m11s-_MG_2364.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2565-07-07-17-at-23h18m11s-_MG_2364.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2565-07-07-17-at-23h18m11s-_MG_2364.png,LCDP
a0914-jmac_DSC2570,-1,a0914-jmac_DSC2570.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0914-jmac_DSC2570.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0914-jmac_DSC2570.png,LCDP
r2ee4f7fat,-1,r2ee4f7fat.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r2ee4f7fat.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r2ee4f7fat.png,LCDP
rf4aee856t,-1,rf4aee856t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rf4aee856t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rf4aee856t.png,LCDP
a0717-tc_DSC4256,1,a0717-tc_DSC4256.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0717-tc_DSC4256.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0717-tc_DSC4256.png,LCDP
a0003-NKIM_MG_8178,-1,a0003-NKIM_MG_8178.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0003-NKIM_MG_8178.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0003-NKIM_MG_8178.png,LCDP
a3544-Ja_Pe-36,-1,a3544-Ja_Pe-36.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3544-Ja_Pe-36.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3544-Ja_Pe-36.png,LCDP
a4469-_DGW0243,-1,a4469-_DGW0243.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4469-_DGW0243.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4469-_DGW0243.png,LCDP
r801c9d21t,1,r801c9d21t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r801c9d21t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r801c9d21t.png,LCDP
a0454-08-05-25-at-12h33m47s-_MG_9489,-1,a0454-08-05-25-at-12h33m47s-_MG_9489.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0454-08-05-25-at-12h33m47s-_MG_9489.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0454-08-05-25-at-12h33m47s-_MG_9489.png,LCDP
r4ca7c367t,1,r4ca7c367t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r4ca7c367t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r4ca7c367t.png,LCDP
a3655-jmacdscf0006,-1,a3655-jmacdscf0006.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3655-jmacdscf0006.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3655-jmacdscf0006.png,LCDP
r2256108at,-1,r2256108at.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r2256108at.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r2256108at.png,LCDP
r221dfc60t,-1,r221dfc60t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r221dfc60t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r221dfc60t.png,LCDP
a1528-WP_CRW_1116,-1,a1528-WP_CRW_1116.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1528-WP_CRW_1116.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1528-WP_CRW_1116.png,LCDP
r7ea41ff4t,-1,r7ea41ff4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r7ea41ff4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r7ea41ff4t.png,LCDP
r4952f512t,1,r4952f512t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r4952f512t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r4952f512t.png,LCDP
r3db8802ct,-1,r3db8802ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r3db8802ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r3db8802ct.png,LCDP
a3148-dgw_107,1,a3148-dgw_107.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3148-dgw_107.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3148-dgw_107.png,LCDP
a4874-20090320_at_19h15m51__MG_0126,-1,a4874-20090320_at_19h15m51__MG_0126.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4874-20090320_at_19h15m51__MG_0126.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4874-20090320_at_19h15m51__MG_0126.png,LCDP
r429aa22bt,-1,r429aa22bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r429aa22bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r429aa22bt.png,LCDP
a1275-20080809_at_14h45m40__MG_0065,-1,a1275-20080809_at_14h45m40__MG_0065.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1275-20080809_at_14h45m40__MG_0065.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1275-20080809_at_14h45m40__MG_0065.png,LCDP
a4338-DSC_0206,-1,a4338-DSC_0206.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4338-DSC_0206.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4338-DSC_0206.png,LCDP
a4766-DSC_0356,-1,a4766-DSC_0356.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4766-DSC_0356.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4766-DSC_0356.png,LCDP
a2760-IMG_0016,-1,a2760-IMG_0016.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2760-IMG_0016.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2760-IMG_0016.png,LCDP
a2611-kme_289,-1,a2611-kme_289.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2611-kme_289.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2611-kme_289.png,LCDP
a3848-DSC_0024,-1,a3848-DSC_0024.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3848-DSC_0024.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3848-DSC_0024.png,LCDP
a0371-IMG_4770,1,a0371-IMG_4770.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0371-IMG_4770.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0371-IMG_4770.png,LCDP
r3c549892t,-1,r3c549892t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r3c549892t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r3c549892t.png,LCDP
a0360-JI2E3509,-1,a0360-JI2E3509.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0360-JI2E3509.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0360-JI2E3509.png,LCDP
r81d65b84t,-1,r81d65b84t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r81d65b84t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r81d65b84t.png,LCDP
r31a724d3t,1,r31a724d3t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r31a724d3t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r31a724d3t.png,LCDP
a0980-_MG_0509,-1,a0980-_MG_0509.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0980-_MG_0509.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0980-_MG_0509.png,LCDP
a0574-_DSC6152,-1,a0574-_DSC6152.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0574-_DSC6152.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0574-_DSC6152.png,LCDP
r546b562et,-1,r546b562et.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r546b562et.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r546b562et.png,LCDP
a2788-IMG_1222,-1,a2788-IMG_1222.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2788-IMG_1222.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2788-IMG_1222.png,LCDP
a3870-MB_070908_122,-1,a3870-MB_070908_122.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3870-MB_070908_122.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3870-MB_070908_122.png,LCDP
a3304-IMG_4322,1,a3304-IMG_4322.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3304-IMG_4322.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3304-IMG_4322.png,LCDP
r759abffft,-1,r759abffft.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r759abffft.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r759abffft.png,LCDP
a1620-20080204_113002__MG_0583,-1,a1620-20080204_113002__MG_0583.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1620-20080204_113002__MG_0583.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1620-20080204_113002__MG_0583.png,LCDP
rfafdbea8t,-1,rfafdbea8t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rfafdbea8t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rfafdbea8t.png,LCDP
a3962-IMG_1450,-1,a3962-IMG_1450.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3962-IMG_1450.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3962-IMG_1450.png,LCDP
a4608-Duggan_080413_6147,-1,a4608-Duggan_080413_6147.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4608-Duggan_080413_6147.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4608-Duggan_080413_6147.png,LCDP
a0408-Ja_Pe-95,-1,a0408-Ja_Pe-95.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0408-Ja_Pe-95.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0408-Ja_Pe-95.png,LCDP
r5e443e5dt,1,r5e443e5dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r5e443e5dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r5e443e5dt.png,LCDP
a0129-kme_532,-1,a0129-kme_532.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0129-kme_532.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0129-kme_532.png,LCDP
a3503-050731_155906__I2E5378,-1,a3503-050731_155906__I2E5378.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3503-050731_155906__I2E5378.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3503-050731_155906__I2E5378.png,LCDP
a1134-NKIM_MG_4434,1,a1134-NKIM_MG_4434.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1134-NKIM_MG_4434.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1134-NKIM_MG_4434.png,LCDP
r22643310t,-1,r22643310t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r22643310t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r22643310t.png,LCDP
a0072-IMG_5048,-1,a0072-IMG_5048.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0072-IMG_5048.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0072-IMG_5048.png,LCDP
a2683-_DSC9001,-1,a2683-_DSC9001.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2683-_DSC9001.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2683-_DSC9001.png,LCDP
a2180-dvf_007,-1,a2180-dvf_007.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2180-dvf_007.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2180-dvf_007.png,LCDP
recab225et,1,recab225et.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/recab225et.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/recab225et.png,LCDP
rae77a6f5t,-1,rae77a6f5t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rae77a6f5t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rae77a6f5t.png,LCDP
a4986-DSC_0177,-1,a4986-DSC_0177.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4986-DSC_0177.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4986-DSC_0177.png,LCDP
a0838-IMG_1665,-1,a0838-IMG_1665.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0838-IMG_1665.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0838-IMG_1665.png,LCDP
a2259-kme_266,-1,a2259-kme_266.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2259-kme_266.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2259-kme_266.png,LCDP
a4109-IMG_4415,-1,a4109-IMG_4415.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4109-IMG_4415.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4109-IMG_4415.png,LCDP
a4267-20090414_at_23h13m08__MG_1367,-1,a4267-20090414_at_23h13m08__MG_1367.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4267-20090414_at_23h13m08__MG_1367.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4267-20090414_at_23h13m08__MG_1367.png,LCDP
a2213-dgw_150,-1,a2213-dgw_150.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2213-dgw_150.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2213-dgw_150.png,LCDP
a4923-DSC_0013,-1,a4923-DSC_0013.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4923-DSC_0013.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4923-DSC_0013.png,LCDP
a0444-kme_492,-1,a0444-kme_492.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0444-kme_492.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0444-kme_492.png,LCDP
a2545-LSYD4O0759,-1,a2545-LSYD4O0759.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2545-LSYD4O0759.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2545-LSYD4O0759.png,LCDP
r757803fet,-1,r757803fet.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r757803fet.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r757803fet.png,LCDP
r96376065t,-1,r96376065t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r96376065t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r96376065t.png,LCDP
a1535-kme_501,-1,a1535-kme_501.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1535-kme_501.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1535-kme_501.png,LCDP
reb31be4at,1,reb31be4at.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/reb31be4at.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/reb31be4at.png,LCDP
rab85f719t,1,rab85f719t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rab85f719t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rab85f719t.png,LCDP
r01d0b83bt,1,r01d0b83bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r01d0b83bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r01d0b83bt.png,LCDP
ra08c74e9t,1,ra08c74e9t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/ra08c74e9t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/ra08c74e9t.png,LCDP
a2535-IMG_5055,-1,a2535-IMG_5055.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2535-IMG_5055.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2535-IMG_5055.png,LCDP
r8bec07cbt,1,r8bec07cbt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r8bec07cbt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r8bec07cbt.png,LCDP
a0265-kme_067,-1,a0265-kme_067.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0265-kme_067.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0265-kme_067.png,LCDP
a0442-jmac_MG_1461,-1,a0442-jmac_MG_1461.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0442-jmac_MG_1461.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0442-jmac_MG_1461.png,LCDP
