,Ex,filename,filepath,gtpath,SICEV2
317,-1,317.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/317.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/317.JPG,SICEV2
317,1,317.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/317.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/317.JPG,SICEV2
219,-1,219.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/219.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/219.JPG,SICEV2
219,1,219.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/219.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/219.JPG,SICEV2
513,-1,513.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/513.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/513.JPG,SICEV2
513,1,513.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/513.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/513.JPG,SICEV2
131,-1,131.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/131.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/131.JPG,SICEV2
131,1,131.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/131.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/131.JPG,SICEV2
245,-1,245.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/245.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/245.JPG,SICEV2
245,1,245.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/245.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/245.JPG,SICEV2
90,-1,90.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/90.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/90.JPG,SICEV2
90,1,90.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/90.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/90.JPG,SICEV2
296,-1,296.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/296.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/296.JPG,SICEV2
296,1,296.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/296.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/296.JPG,SICEV2
204,-1,204.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/204.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/204.JPG,SICEV2
204,1,204.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/204.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/204.JPG,SICEV2
147,-1,147.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/147.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/147.JPG,SICEV2
147,1,147.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/147.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/147.JPG,SICEV2
556,-1,556.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/556.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/556.JPG,SICEV2
556,1,556.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/556.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/556.JPG,SICEV2
588,-1,588.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/588.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/588.JPG,SICEV2
588,1,588.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/588.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/588.JPG,SICEV2
84,-1,84.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/84.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/84.JPG,SICEV2
84,1,84.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/84.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/84.JPG,SICEV2
466,-1,466.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/466.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/466.JPG,SICEV2
466,1,466.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/466.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/466.JPG,SICEV2
266,-1,266.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/266.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/266.JPG,SICEV2
266,1,266.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/266.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/266.JPG,SICEV2
372,-1,372.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/372.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/372.JPG,SICEV2
372,1,372.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/372.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/372.JPG,SICEV2
413,-1,413.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/413.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/413.JPG,SICEV2
413,1,413.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/413.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/413.JPG,SICEV2
290,-1,290.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/290.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/290.JPG,SICEV2
290,1,290.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/290.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/290.JPG,SICEV2
312,-1,312.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/312.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/312.JPG,SICEV2
312,1,312.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/312.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/312.JPG,SICEV2
399,-1,399.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/399.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/399.JPG,SICEV2
399,1,399.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/399.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/399.JPG,SICEV2
351,-1,351.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/351.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/351.JPG,SICEV2
351,1,351.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/351.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/351.JPG,SICEV2
285,-1,285.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/285.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/285.JPG,SICEV2
285,1,285.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/285.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/285.JPG,SICEV2
158,-1,158.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/158.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/158.JPG,SICEV2
158,1,158.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/158.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/158.JPG,SICEV2
532,-1,532.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/532.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/532.JPG,SICEV2
532,1,532.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/532.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/532.JPG,SICEV2
529,-1,529.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/529.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/529.JPG,SICEV2
529,1,529.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/529.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/529.JPG,SICEV2
46,-1,46.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/46.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/46.JPG,SICEV2
46,1,46.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/46.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/46.JPG,SICEV2
542,-1,542.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/542.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/542.JPG,SICEV2
542,1,542.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/542.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/542.JPG,SICEV2
284,-1,284.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/284.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/284.JPG,SICEV2
284,1,284.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/284.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/284.JPG,SICEV2
37,-1,37.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/37.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/37.JPG,SICEV2
37,1,37.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/37.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/37.JPG,SICEV2
86,-1,86.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/86.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/86.JPG,SICEV2
86,1,86.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/86.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/86.JPG,SICEV2
10,-1,10.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/10.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/10.JPG,SICEV2
10,1,10.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/10.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/10.JPG,SICEV2
159,-1,159.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/159.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/159.JPG,SICEV2
159,1,159.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/159.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/159.JPG,SICEV2
388,-1,388.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/388.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/388.JPG,SICEV2
388,1,388.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/388.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/388.JPG,SICEV2
432,-1,432.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/432.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/432.JPG,SICEV2
432,1,432.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/432.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/432.JPG,SICEV2
420,-1,420.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/420.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/420.JPG,SICEV2
420,1,420.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/420.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/420.JPG,SICEV2
96,-1,96.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/96.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/96.JPG,SICEV2
96,1,96.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/96.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/96.JPG,SICEV2
400,-1,400.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/400.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/400.JPG,SICEV2
400,1,400.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/400.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/400.JPG,SICEV2
544,-1,544.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/544.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/544.JPG,SICEV2
544,1,544.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/544.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/544.JPG,SICEV2
424,-1,424.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/424.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/424.JPG,SICEV2
424,1,424.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/424.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/424.JPG,SICEV2
25,-1,25.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/25.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/25.JPG,SICEV2
25,1,25.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/25.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/25.JPG,SICEV2
92,-1,92.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/92.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/92.JPG,SICEV2
92,1,92.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/92.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/92.JPG,SICEV2
169,-1,169.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/169.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/169.JPG,SICEV2
169,1,169.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/169.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/169.JPG,SICEV2
491,-1,491.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/491.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/491.JPG,SICEV2
491,1,491.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/491.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/491.JPG,SICEV2
569,-1,569.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/569.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/569.JPG,SICEV2
569,1,569.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/569.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/569.JPG,SICEV2
62,-1,62.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/62.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/62.JPG,SICEV2
62,1,62.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/62.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/62.JPG,SICEV2
202,-1,202.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/202.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/202.JPG,SICEV2
202,1,202.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/202.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/202.JPG,SICEV2
13,-1,13.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/13.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/13.JPG,SICEV2
13,1,13.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/13.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/13.JPG,SICEV2
99,-1,99.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/99.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/99.JPG,SICEV2
99,1,99.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/99.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/99.JPG,SICEV2
67,-1,67.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/67.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/67.JPG,SICEV2
67,1,67.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/67.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/67.JPG,SICEV2
408,-1,408.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/408.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/408.JPG,SICEV2
408,1,408.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/408.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/408.JPG,SICEV2
60,-1,60.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/60.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/60.JPG,SICEV2
60,1,60.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/60.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/60.JPG,SICEV2
566,-1,566.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/566.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/566.JPG,SICEV2
566,1,566.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/566.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/566.JPG,SICEV2
31,-1,31.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/31.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/31.JPG,SICEV2
31,1,31.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/31.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/31.JPG,SICEV2
293,-1,293.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/293.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/293.JPG,SICEV2
293,1,293.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/293.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/293.JPG,SICEV2
382,-1,382.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/382.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/382.JPG,SICEV2
382,1,382.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/382.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/382.JPG,SICEV2
528,-1,528.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/528.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/528.JPG,SICEV2
528,1,528.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/528.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/528.JPG,SICEV2
120,-1,120.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/120.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/120.JPG,SICEV2
120,1,120.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/120.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/120.JPG,SICEV2
217,-1,217.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/217.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/217.JPG,SICEV2
217,1,217.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/217.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/217.JPG,SICEV2
65,-1,65.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/65.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/65.JPG,SICEV2
65,1,65.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/65.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/65.JPG,SICEV2
412,-1,412.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/412.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/412.JPG,SICEV2
412,1,412.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/412.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/412.JPG,SICEV2
100,-1,100.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/100.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/100.JPG,SICEV2
100,1,100.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/100.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/100.JPG,SICEV2
170,-1,170.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/170.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/170.JPG,SICEV2
170,1,170.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/170.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/170.JPG,SICEV2
304,-1,304.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/304.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/304.JPG,SICEV2
304,1,304.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/304.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/304.JPG,SICEV2
360,-1,360.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/360.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/360.JPG,SICEV2
360,1,360.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/360.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/360.JPG,SICEV2
157,-1,157.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/157.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/157.JPG,SICEV2
157,1,157.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/157.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/157.JPG,SICEV2
343,-1,343.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/343.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/343.JPG,SICEV2
343,1,343.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/343.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/343.JPG,SICEV2
342,-1,342.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/342.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/342.JPG,SICEV2
342,1,342.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/342.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/342.JPG,SICEV2
69,-1,69.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/69.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/69.JPG,SICEV2
69,1,69.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/69.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/69.JPG,SICEV2
171,-1,171.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/171.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/171.JPG,SICEV2
171,1,171.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/171.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/171.JPG,SICEV2
461,-1,461.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/461.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/461.JPG,SICEV2
461,1,461.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/461.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/461.JPG,SICEV2
163,-1,163.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/163.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/163.JPG,SICEV2
163,1,163.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/163.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/163.JPG,SICEV2
89,-1,89.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/89.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/89.JPG,SICEV2
89,1,89.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/89.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/89.JPG,SICEV2
329,-1,329.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/329.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/329.JPG,SICEV2
329,1,329.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/329.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/329.JPG,SICEV2
375,-1,375.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/375.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/375.JPG,SICEV2
375,1,375.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/375.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/375.JPG,SICEV2
378,-1,378.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/378.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/378.JPG,SICEV2
378,1,378.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/378.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/378.JPG,SICEV2
506,-1,506.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/506.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/506.JPG,SICEV2
506,1,506.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/506.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/506.JPG,SICEV2
499,-1,499.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/499.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/499.JPG,SICEV2
499,1,499.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/499.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/499.JPG,SICEV2
496,-1,496.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/496.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/496.JPG,SICEV2
496,1,496.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/496.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/496.JPG,SICEV2
272,-1,272.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/272.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/272.JPG,SICEV2
272,1,272.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/272.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/272.JPG,SICEV2
563,-1,563.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/563.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/563.JPG,SICEV2
563,1,563.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/563.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/563.JPG,SICEV2
370,-1,370.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/370.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/370.JPG,SICEV2
370,1,370.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/370.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/370.JPG,SICEV2
73,-1,73.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/73.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/73.JPG,SICEV2
73,1,73.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/73.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/73.JPG,SICEV2
29,-1,29.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/29.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/29.JPG,SICEV2
